السنة الدراسية,المرحلة الدراسية,المستوى الدراسي,نوع المؤسسة التعليمية,المنطقة الإدارية,نوع الجهة,الجهة التعليمية,المجال الواسع,المجال الضيق,المجال التفصيلي,نظام الدراسة,الجنس,الجنسية,العدد
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,انتظام,ذكر,سعودي,13
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,انتظام,ذكر,غير سعودي,5
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,برامج أخرى في الهندسة والحرف الهندسية غير مصنفة في مكان آخر,انتظام,أنثى,سعودي,53
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,برامج أخرى في الهندسة والحرف الهندسية غير مصنفة في مكان آخر,انتظام,أنثى,غير سعودي,5
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,تقنية حماية البيئة,انتظام,ذكر,سعودي,17
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,تقنية حماية البيئة,انتظام,ذكر,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,انتظام,أنثى,سعودي,21
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,برامج أخرى في تقنية الاتصالات والمعلومات غير مصنفة في مكان آخر,انتظام,أنثى,سعودي,20
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,برامج أخرى في تقنية الاتصالات والمعلومات غير مصنفة في مكان آخر,انتظام,أنثى,غير سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تصميم وإدارة قواعد البيانات والشبكات,انتظام,أنثى,سعودي,26
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تصميم وإدارة قواعد البيانات والشبكات,انتظام,أنثى,غير سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تصميم وإدارة قواعد البيانات والشبكات,انتظام,ذكر,سعودي,15
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تصميم وإدارة قواعد البيانات والشبكات,انتظام,ذكر,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,سعودي,260
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,غير سعودي,12
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,ذكر,سعودي,44
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,ذكر,غير سعودي,9
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك سعود بن عبدالعزيز للعلوم الصحية,الصحة والرفاه,الصحة,التشخيص الطبي وتقنية العلاج,انتظام,أنثى,سعودي,23
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك سعود بن عبدالعزيز للعلوم الصحية,الصحة والرفاه,الصحة,التشخيص الطبي وتقنية العلاج,انتظام,ذكر,سعودي,23
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك سعود بن عبدالعزيز للعلوم الصحية,الصحة والرفاه,الصحة,التمريض والقبالة,انتظام,أنثى,سعودي,264
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك سعود بن عبدالعزيز للعلوم الصحية,الصحة والرفاه,الصحة,العلاج وإعادة التأهيل,انتظام,أنثى,سعودي,41
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك سعود بن عبدالعزيز للعلوم الصحية,الصحة والرفاه,الصحة,العلاج وإعادة التأهيل,انتظام,ذكر,سعودي,54
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتساب,أنثى,سعودي,1833
